# Threatbase Threat Intelligence Feed - Compromised IPs
# Last update: Sat, 05 Sep 2026 10:18:29 +0000
# Count: 15548
# Format: IP,FeedCount,RiskScore,Tags,FirstSeen,LastSeen,Sources
3.146.42.105,4,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,cins_army|ipsum|romainmarcoux_outgoing_aa
3.147.122.184,5,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,abuseipdb|cins_army|firehol_level3|ipsum
3.208.27.95,5,HIGH,Compromised,2026-09-02,2026-09-05,cins_army|firehol_level2|firehol_level3|ipsum
4.53.151.27,2,HIGH,Compromised,2026-09-02,2026-09-05,cins_army
4.148.0.158,5,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,cins_army|firehol_level3|ipsum|romainmarcoux_outgoing_aa
4.148.0.210,5,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,cins_army|firehol_level3|ipsum|romainmarcoux_outgoing_aa
4.148.1.37,5,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,cins_army|firehol_level3|ipsum|romainmarcoux_outgoing_aa
4.148.1.80,5,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,abuseipdb|cins_army|firehol_level3|ipsum
4.148.1.89,4,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,abuseipdb|cins_army|ipsum
4.148.1.90,4,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,cins_army|ipsum|romainmarcoux_outgoing_aa
4.148.1.91,3,HIGH,Compromised,2026-09-02,2026-09-05,cins_army|ipsum
4.148.1.95,5,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,cins_army|firehol_level3|ipsum|romainmarcoux_outgoing_aa
4.148.1.105,4,HIGH,Compromised,2026-09-02,2026-09-05,cins_army|firehol_level3|ipsum
4.148.1.107,4,HIGH,Compromised,2026-09-02,2026-09-05,cins_army|firehol_level3|ipsum
4.148.1.110,3,HIGH,Compromised,2026-09-02,2026-09-05,cins_army|ipsum
4.148.1.111,4,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,cins_army|ipsum|romainmarcoux_outgoing_aa
4.148.1.137,3,HIGH,Compromised,2026-09-02,2026-09-05,cins_army|ipsum
4.148.1.142,4,HIGH,Compromised,2026-09-02,2026-09-05,cins_army|firehol_level3|ipsum
4.148.1.168,4,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,abuseipdb|cins_army|ipsum
4.148.1.170,3,HIGH,Compromised,2026-09-02,2026-09-05,cins_army|ipsum
4.148.1.171,3,HIGH,Compromised,2026-09-02,2026-09-05,cins_army|ipsum
4.148.2.5,3,HIGH,Compromised,2026-09-02,2026-09-05,cins_army|ipsum
4.148.2.6,4,HIGH,Compromised|Malicious,2026-09-02,2026-09-05,cins_army|ipsum|romainmarcoux_outgoing_aa
